Non-Verbal Cues,Allow use of non-verbal cues.,Using non-verbal cues during the interview makes communication easier for me.,Allowing non-verbal cues can facilitate communication for those who find verbal expression challenging.,Helps me communicate more effectively. This might help our organization understand candidates better.,"Feeling: included, confident, understood.","Leading to: enhanced communication, better recruitment, improved candidate experience.","Support, Communication","alternative communication, communication tools, inclusive hiring","communication barriers, social anxiety, autism, interview challenges"
Notetaking Assistance,Arrange for notetaking assistance during interviews.,Having a notetaker allows me to focus on the interview without worrying about remembering everything.,Providing notetaking assistance can help candidates focus on the interview by reducing cognitive load.,Helps me stay focused and organized. This might help our organization ensure fair evaluation of candidates.,"Feeling: supported, organized, confident.","Leading to: better decision-making, improved recruitment, stronger candidate experience.","Support, Adaptability","cognitive support, alternative communication, interview preparation","cognitive challenges, memory difficulties, anxiety, interview stress"
Organizational Tools,"Use calendars, to-do lists, and reminders for deadlines.",Using organizational tools helps me stay on top of deadlines and manage my application process effectively.,Utilizing organizational tools can help candidates manage their application process and deadlines efficiently.,Helps me stay organized and meet deadlines. This might help our organization receive timely and well-prepared applications.,"Feeling: organized, productive, in control.","Leading to: improved recruitment, better work quality, stronger candidate experience.","Productivity, Development","task management, time management, organisational planning","time management issues, deadline pressures, cognitive challenges, stress management"
Plain Language,"Use clear, straightforward language.",Using plain language during the interview helps me understand and respond more effectively.,Requesting the use of plain language can prevent misunderstandings and ensure clear communication during interviews.,Helps me comprehend and respond accurately. This could help our organization improve communication with candidates.,"Feeling: confident, included, respected.","Leading to: better communication, improved recruitment, enhanced candidate experience.","Support, Communication","clear communication, cognitive support, inclusive hiring","comprehension difficulties, communication barriers, anxiety, interview stress"
Mentor Support,Provide a mentor from the recruitment council.,Having a mentor helps me navigate the recruitment process confidently.,"A designated mentor from the recruitment council offers guidance and support, ensuring candidates feel confident.",Helps me feel more confident and supported. Could help your organisation by fostering a more inclusive environment.,"Feeling: confident, supported, included","Leading to: improved recruitment, stronger culture, better retention",Support,"mentorship programs, career guidance, support networks","job rejection, access barriers, recruitment bias"
Positive Reinforcement,Encourage positive reinforcement during interviews.,Positive reinforcement during interviews boosts my confidence and morale.,Positive reinforcement during interviews helps candidates feel more at ease and boosts their confidence and morale.,Helps me feel valued and confident. Could help your organisation by improving candidate experience and outcomes.,"Feeling: valued, confident, motivated","Leading to: improved recruitment, better retention, stronger employee advocacy",Wellness,"inclusive hiring, emotional support, communication tools","anxiety, performance anxiety, job rejection"
Pre-Recorded Responses,Offer pre-recorded video responses for interviews.,Pre-recorded responses allow me to present my best self without pressure.,"Candidates can pre-record their interview responses, reducing real-time pressure and allowing thoughtful answers.",Helps me feel less pressured and more prepared. Could help your organisation by obtaining more thoughtful responses.,"Feeling: confident, prepared, secure","Leading to: improved recruitment, better performance, enhanced decision-making","Adaptability, Communication","assistive technology, accessible formats, adaptable strategies","anxiety, performance anxiety, digital barriers"
Preferred Communication,Allow candidates to specify preferred communication.,Choosing my communication method helps me feel more comfortable and heard.,"Candidates can specify their preferred method of communication, ensuring they are comfortable and effectively heard.",Helps me feel more comfortable and understood. Could help your organisation by improving communication efficiency.,"Feeling: comfortable, understood, included","Leading to: better communication, improved recruitment, enhanced engagement",Communication,"clear communication, communication tools, custom tools","communication barriers, social anxiety, attention issues"
Preparation Pause,Provide a pause before specific questions.,A brief pause before questions helps me gather my thoughts effectively.,"Brief pauses before specific questions allow candidates to gather their thoughts, promoting clear and effective responses.","Helps me feel more composed and articulate. Could help your organisation by ensuring clearer, more thoughtful responses.","Feeling: composed, articulate, confident","Leading to: improved recruitment, better performance, enhanced decision-making",Communication,"cognitive support, emotional support, stress management","anxiety, performance anxiety, attention issues"
Self-Advocacy and Care,Practice self-advocacy and self-care for balance.,Prioritizing self-care helps me maintain a healthy work-life balance.,"Emphasizing self-advocacy and self-care encourages a balanced work-life approach, supporting long-term career success.",Helps me feel balanced and motivated. Could help our organisation by promoting overall well-being and productivity.,"Feeling: balanced, motivated, supported","Leading to: better employee health, improved mental health, enhanced engagement",Wellness,"wellness programs, mental health support, stress management","burnout, mental health, high stress levels"
Question Revisiting,Allow candidates to revisit or clarify questions.,Revisiting questions helps me ensure I fully understand and respond accurately.,Offering the chance to revisit or clarify questions ensures candidates understand and can provide accurate responses.,Helps me feel more confident and accurate. Could help your organisation by ensuring better communication and responses.,"Feeling: confident, accurate, valued","Leading to: improved recruitment, better decision-making, enhanced engagement",Communication,"accessible formats, cognitive support, clear communication","comprehension difficulties, performance anxiety, anxiety"
Advance Questions,Provide interview questions beforehand.,Getting questions in advance reduces my anxiety and helps me prepare better.,"Candidates receive interview questions beforehand, allowing thorough preparation and reducing anxiety.",Helps me feel prepared and less anxious. Could help your organisation by improving the quality of responses.,"Feeling: prepared, secure, confident","Leading to: improved recruitment, better performance, enhanced decision-making","Communication, Adaptability","clear communication, accessible formats, stress management","anxiety, performance anxiety, comprehension difficulties"
Quiet Interview Space,Ensure a quiet space during interviews.,A quiet space helps me focus without sensory distractions.,"Providing a quiet interview space minimizes sensory overload and anxiety, helping candidates stay focused and calm.",Helps me feel more focused and calm. Could help your organisation by improving candidate performance and experience.,"Feeling: focused, calm, supported","Leading to: improved recruitment, better performance, enhanced decision-making",Wellness,"noise management, environmental modifications, safe environment","sensory challenges, anxiety, noise distraction"
Quiet Rooms,Designate quiet rooms for pre/post interviews.,Quiet rooms help me regulate my emotions before and after interviews.,"Quiet, low-stimulation rooms allow candidates and interviewers to regulate emotions before and after interviews.",Helps me feel more relaxed and in control. Could help your organisation by improving interview experience and outcomes.,"Feeling: relaxed, in control, secure","Leading to: improved recruitment, better mental health, enhanced engagement",Wellness,"environmental modifications, noise management, safe environment","sensory overload, anxiety, performance anxiety"
Application Review,Conduct thorough reviews for application accuracy.,Thorough application reviews ensure my details are accurately represented.,"Conducting thorough reviews of applications helps identify and correct errors, ensuring accurate representation.",Helps me feel more secure and confident. Could help your organisation by ensuring accurate candidate information.,"Feeling: secure, confident, valued","Leading to: improved recruitment, better performance, enhanced decision-making",Development,"cognitive support, professional development, organisational tools","dyslexia, ADHD, attention issues, cognitive challenges"
Scheduled Interview Breaks,Arrange short breaks during interviews.,Scheduled breaks help me manage anxiety and maintain focus during interviews.,"Short breaks during interviews help candidates manage anxiety and maintain focus, improving overall performance.",Helps me feel more focused and less anxious. Could help your organisation by improving interview performance.,"Feeling: focused, less anxious, supported","Leading to: improved recruitment, better performance, enhanced decision-making",Wellness,"stress management, time management, cognitive support","anxiety, performance anxiety, attention issues"
Screen Reader Compatibility,Ensure application forms work with screen readers.,Using screen readers during applications made my process smoother and less stressful.,Ensuring online application forms are compatible with screen readers ensures accessibility. This helps candidates who rely on assistive technology.,Helps me access job applications easily. This could help your organisation attract diverse candidates by ensuring application accessibility.,"Feeling: included, supported, valued","Leading to: enhanced reputation, greater diversity, improved recruitment",Accessibility,"assistive technology, accessible formats, equal opportunity","accessibility, digital barriers, disability accommodation, exclusion"
Self-Disclosure Encouragement,Encourage condition self-disclosure without judgment.,Knowing I could disclose my needs without judgment made me feel respected and safe.,"Encouraging candidates to disclose conditions and needs without fear promotes an inclusive environment, making the process more transparent and supportive.",Helps me feel comfortable and understood. This might help our organisation by fostering an inclusive atmosphere and understanding candidates' needs.,"Feeling: respected, safe, valued","Leading to: greater trust, improved mental health, better talent development",Inclusion,"awareness training, inclusive hiring, emotional support","anxiety, communication barriers, mental health, discrimination"
Sensory Aids,Allow use of sensory aids during interviews.,Having my sensory aids during the interview helped me stay focused and calm.,"Offering candidates the option to bring sensory aids to interviews promotes comfort and focus, reducing anxiety and distractions.",Helps me feel at ease and perform better. This could help your organisation by improving interview experiences and outcomes for neurodiverse candidates.,"Feeling: calm, supported, focused","Leading to: better recruitment, improved performance, stronger commitment",Wellness,"sensory management, neurodiversity inclusion, emotional support","sensory challenges, anxiety, interview stress, attention issues"
Sensory Comfort,Permit sensory items during interviews.,Being able to use sensory items in the interview made me more comfortable and confident.,"Allowing sensory items during interviews helps candidates stay comfortable and focused, leading to better performance and more accurate assessments.",Helps me stay calm and confident during interviews. This might help our organisation get a clearer understanding of candidates' abilities.,"Feeling: comfortable, confident, included","Leading to: improved recruitment, stronger commitment, better performance",Adaptability,"sensory management, interview accommodation, emotional support","sensory overload, interview anxiety, attention issues, neurodiversity"
Quiet Workspace,"Create quiet, comfortable workspaces.",Working in a quiet space with noise-canceling headphones helped me stay productive.,"Managing sensory sensitivities by creating quiet, comfortable workspaces and providing tools like noise-canceling headphones or fidget devices enhances focus.",Helps me concentrate and stay productive. This could help our organisation by improving overall productivity and employee satisfaction.,"Feeling: productive, valued, focused","Leading to: increased productivity, better work quality, improved mental health",Productivity,"noise management, comfort and ergonomics, adaptable strategies","sensory challenges, noise distraction, productivity issues, stress"
Sensory Overload Strategies,Offer strategies to manage sensory overload.,Knowing how to manage sensory overload during interviews helped me stay calm and focused.,"Providing strategies to manage sensory overload during interviews supports candidates by helping them stay calm and focused, enhancing their performance.",Helps me feel prepared and less anxious. This might help our organisation by improving candidate experiences and interview outcomes.,"Feeling: prepared, calm, focused","Leading to: better recruitment, improved performance, higher satisfaction",Support,"stress management, sensory management, emotional support","sensory overload, interview anxiety, attention issues, neurodiversity"
Sensory-friendly Interface,Offer a sensory-friendly website interface.,"The clean, simple design of the website made applying for jobs so much easier.","Creating a sensory-friendly website interface with a clean, visually calming design and easy navigation reduces sensory overload and improves user experience.",Helps me navigate job applications easily. This could help your organisation attract more applicants by improving website accessibility and user experience.,"Feeling: included, respected, valued","Leading to: enhanced engagement, better recruitment, improved user experience",Accessibility,"web accessibility, visual planning, emotional support","digital barriers, sensory overload, application anxiety, neurodiversity"
Sign Language Interpreter,Arrange sign language interpreters for interviews.,Having a sign language interpreter in the interview made communication seamless and stress-free.,"Providing a sign language interpreter during interviews ensures effective communication for hearing-impaired candidates, creating an inclusive and accessible process.",Helps me communicate clearly during interviews. This could help your organisation by ensuring clear communication and inclusivity during the hiring process.,"Feeling: included, respected, supported","Leading to: improved recruitment, better communication, enhanced diversity",Communication,"assistive technology, inclusive hiring, equal opportunity","auditory processing, communication barriers, disability accommodation, exclusion"
